78.021	150.29
78.0229	150.322
78.0247	150.353
78.0266	150.385
78.0285	150.417
78.0303	150.448
78.0322	150.48
78.034	150.512
78.0359	150.543
78.0378	150.575
78.0396	150.607
78.0415	150.638
78.0433	150.67
78.0452	150.702
78.0471	150.733
78.0489	150.765
78.0508	150.797
78.0526	150.828
78.0545	150.86
78.0564	150.892
78.0582	150.923
78.0601	150.955
78.062	150.987
78.0638	151.018
78.0657	151.05
78.0675	151.082
78.0694	151.113
78.0713	151.145
78.0731	151.177
78.075	151.209
78.0768	151.24
78.0787	151.272
78.0806	151.304
78.0824	151.335
78.0843	151.367
78.0862	151.399
78.088	151.43
78.0899	151.462
78.0917	151.494
78.0936	151.525
78.0955	151.557
78.0973	151.589
78.0992	151.62
78.101	151.652
78.1029	151.684
78.1048	151.715
78.1066	151.747
78.1085	151.779
78.1104	151.81
78.1122	151.842
78.1141	151.874
78.1159	151.905
78.1178	151.937
78.1197	151.969
78.1215	152
78.1234	152.032
78.1252	152.064
78.1271	152.095
78.129	152.127
78.1308	152.159
78.1327	152.19
78.1345	152.222
78.1364	152.254
78.1383	152.285
78.1401	152.317
78.142	152.349
78.1439	152.38
78.1457	152.412
78.1476	152.444
78.1494	152.475
78.1513	152.507
78.1532	152.539
78.155	152.57
78.1569	152.602
78.1587	152.634
78.1606	152.665
78.1625	152.697
78.1643	152.729
78.1662	152.761
78.1681	152.792
78.1699	152.824
78.1718	152.856
78.1736	152.887
78.1755	152.919
78.1774	152.951
78.1792	152.982
78.1811	153.014
78.1829	153.046
78.1848	153.077
78.1867	153.109
78.1885	153.141
78.1904	153.172
78.1922	153.204
78.1941	153.236
78.196	153.267
78.1978	153.299
78.1997	153.331
78.2016	153.362
78.2034	153.394
78.2053	153.426
78.2071	153.457
78.209	153.489
78.2118	153.54
78.2146	153.591
78.2175	153.642
78.2203	153.693
78.2231	153.744
78.2259	153.795
78.2288	153.846
78.2316	153.897
78.2344	153.948
78.2372	153.999
78.24	154.05
78.2429	154.101
78.2457	154.153
78.2485	154.204
78.2513	154.255
78.2542	154.306
78.257	154.357
78.2598	154.408
78.2626	154.459
