1	1305	3	192
2	2610	35	700
3	3915	36	1604
4	5220	43	60
5	6525	40	188
6	7830	16	245
7	9135	18	5
8	1305	19	49
9	10440	27	400
10	3915	8	47
11	5220	8	200
12	6525	8	133
13	7830	8	133
14	9135	7	84
15	1305	9	325
16	2610	9	21
17	3915	10	5
18	5220	10	224
19	6525	10	51
20	7830	11	566
21	9135	12	99
22	1305	15	13
23	2610	15	13
24	3915	23	59
25	5220	24	53
26	6525	24	363
27	7830	28	81
28	9135	29	65
29	1305	29	82
30	2610	34	82
31	3915	34	1032
32	5220	36	759
33	6525	38	1185
34	7830	41	58
35	9135	41	42
36	10440	41	550
37	2610	5	160
38	3915	5	85
39	5220	10	584
40	6525	10	727
41	7830	10	92
42	9135	10	57
43	1305	10	36
44	2610	10	19
45	3915	10	32
46	5220	11	992
47	6525	11	249
48	7830	13	333
49	9135	13	130
50	1305	13	30
51	2610	14	367
52	3915	43	1041
53	5220	36	329
54	6525	36	16
55	7830	39	225
56	9135	39	708
57	3915	37	492
58	2610	37	422
59	3915	37	492
60	5220	37	408
61	6525	38	228
62	7830	42	549
63	9135	42	515
64	1305	2	2
65	10440	42	83
66	11745	40	269
67	13050	19	101
68	14355	16	204
69	15660	17	60
70	16965	17	54
71	18270	18	29
72	10440	27	882
73	11745	8	16
74	13050	7	167
75	14355	9	23
76	15660	9	87
77	16965	9	26
78	18270	10	522
79	10440	15	69
80	11745	15	15
81	13050	15	69
82	14355	15	506
83	15660	15	470
84	16965	24	56
85	18270	24	30
86	10440	28	147
87	11745	34	113
88	13050	34	225
89	14355	35	328
90	15660	35	117
91	16965	35	402
92	18270	35	128
93	10440	37	1510
94	27405	38	1238
95	13050	39	67
96	14355	38	190
97	15660	39	213
98	16965	41	12
99	18270	15	32
100	10440	4	277
101	11745	5	262
102	13050	6	86
103	14355	6	17
104	15660	10	389
105	16965	10	1254
106	18270	10	2116
107	10440	11	118
108	11745	12	96
109	13050	13	863
110	14355	13	255
111	15660	37	46
112	16965	39	147
113	18270	37	405
114	10440	40	380
115	11745	33	1469
116	13050	4	1740
117	14355	40	1198
118	15660	33	784
119	16965	26	1175
120	19575	43	15
121	20880	3	256
122	22185	36	1296
123	23490	43	31
124	24795	42	349
125	26100	1	365
126	27405	16	187
127	19575	17	872
128	20880	18	44
129	22185	8	1275
130	23490	7	160
131	24795	7	97
132	26100	7	169
133	27405	7	380
134	19575	7	114
135	20880	9	10
136	22185	9	20
137	23490	10	91
138	24795	15	109
139	26100	15	26
140	27405	23	760
141	19575	23	155
142	20880	24	131
143	22185	29	52
144	23490	29	22
145	24795	29	31
146	26100	34	38
147	27405	35	220
148	19575	35	133
149	20880	37	193
150	22185	38	597
151	23490	38	1257
152	24795	38	3736
153	26100	31	419
154	27405	41	498
155	19575	5	101
156	20880	6	14
157	22185	10	24
158	23490	10	63
159	24795	10	199
160	26100	10	100
161	27405	13	284
162	19575	13	162
163	20880	37	632
164	22185	37	1485
165	23490	37	162
166	24795	37	325
167	26100	39	330
168	27405	41	412
169	19575	4	2375
170	20880	4	944
